economy,economycode,wpid_random,wgt,female,age,educ,inc_q,emp_in,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9,fin10,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin14a,fin14b,fin15,fin16,fin17a,fin19,fin20,fin21,fin22a,fin22b,fin24,fin25,fin30,fin31a,fin31b,fin31c,fin32,fin33,fin34a,fin34b,fin34c1,fin34c2,fin35,fin36,fin37,fin38,fin39a,fin39b,fin39c1,fin39c2,fin40,fin41,fin46,fin47a,fin47b,fin47c1,fin47c2,fin47c3,fin47c4,fin47c5,mobileowner,account_fin,account,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,pay_onlne,pay_onlne_mobintbuy,pay_cash,pay_cash_mobintbuy
"Korea, Rep.",KOR,185187487,0.921303969,Female,33,completed tertiary or more,Fourth 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,yes,yes,no,no,yes,no,Possible,"Main source: Borrowing from a bank, empoyer, or private lender",yes,yes,no,,yes,no,yes,no,,,Yes,No,yes,no,yes,no,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,4,,1,,,,,
"Korea, Rep.",KOR,181365185,0.329389096,Male,51,secondary,Second 20%,out of workforce,yes,yes,yes,no,yes,yes,yes,yes,yes,,,,,,,,,no,yes,no,yes,yes,no,yes,no,no,yes,Possible,Main source: Family or friends,yes,yes,no,,yes,no,yes,no,,,Yes,No,yes,yes,yes,no,,,Yes,No,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,1,,1,,,,,
"Korea, Rep.",KOR,202354413,1.774277339,Male,18,secondary,Second 20%,in workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,no,yes,no,no,no,no,no,no,no,no,Not possible,,no,,,,no,,,,,,,,no,no,,,,,,,yes,yes,no,,,,,,yes,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
"Korea, Rep.",KOR,186453735,0.52456544,Female,77,completed primary or less,Fourth 20%,out of workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,no,no,yes,no,no,no,no,no,no,no,Possible,Main source: Family or friends,yes,yes,no,,yes,no,yes,no,,,Yes,Yes,yes,yes,yes,no,,,Yes,Yes,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,1,,1,,,,,
"Korea, Rep.",KOR,191098748,2.272502716,Female,52,secondary,Second 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,no,yes,no,no,yes,no,Possible,Main source: Family or friends,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,175762475,2.272502716,Male,16,secondary,Poorest 20%,out of workforce,no,,,no,no,no,,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Not possible,,no,,,,no,,,,,,,,no,no,,,,,,,yes,no,no,yes,yes,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
"Korea, Rep.",KOR,119023203,0.226787163,Male,68,completed tertiary or more,Richest 20%,out of workforce,no,,,yes,no,yes,yes,yes,yes,,,,,,,,,no,no,yes,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,yes,yes,yes,no,,,Yes,No,yes,yes,no,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",1,1,,1,,,,,
"Korea, Rep.",KOR,207643192,0.868623835,Male,26,secondary,Fourth 20%,in workforce,no,,,yes,no,no,,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Money from working,yes,(dk),no,(dk),yes,no,yes,no,,,Yes,No,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,no,into an account,4,4,,3,,,,,
"Korea, Rep.",KOR,123209217,2.199641311,Male,41,completed tertiary or more,Fourth 20%,in workforce,no,,,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,yes,no,no,no,no,no,Possible,Main source: Money from working,yes,yes,yes,,yes,no,yes,no,,,No,,yes,no,yes,no,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,4,,1,,,,,
"Korea, Rep.",KOR,171449832,1.902565138,Male,65,completed primary or less,Middle 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,yes,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,Yes,No,yes,yes,yes,no,,,Yes,No,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,1,,1,,,,,
"Korea, Rep.",KOR,144042776,0.563493692,Male,41,secondary,Fourth 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,yes,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,yes,yes,no,,,No,,yes,no,yes,no,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,1,4,,1,,,,,
"Korea, Rep.",KOR,179515413,2.045664864,Female,50,completed tertiary or more,Middle 20%,in workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,yes,yes,no,no,no,no,no,no,Possible,Main source: Family or friends,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,no,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,202166488,0.226787163,Female,73,secondary,Poorest 20%,out of workforce,yes,yes,yes,no,no,yes,yes,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Possible,Main source: Family or friends,yes,yes,no,,yes,no,yes,no,,,Yes,No,yes,yes,yes,no,,,Yes,No,,,,,,,,,yes,yes,yes,no,yes,into an account,1,1,,1,,,,,
"Korea, Rep.",KOR,125981607,0.335316804,Male,64,secondary,Richest 20%,in workforce,yes,yes,yes,no,no,yes,yes,yes,yes,,,,,,,,,no,no,no,no,no,no,no,yes,no,yes,Possible,Main source: Money from working,yes,yes,no,,yes,no,yes,no,,,Yes,Yes,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,205252843,1.049098989,Female,49,secondary,Fourth 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,No,,yes,no,yes,no,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,4,,1,,,,,
"Korea, Rep.",KOR,197772149,0.874572289,Female,65,secondary,Second 20%,out of workforce,yes,yes,yes,yes,no,yes,yes,yes,yes,,,,,,,,,no,yes,no,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,192979829,2.272502716,Female,39,secondary,Middle 20%,out of workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,yes,no,no,no,no,no,Possible,Main source: Money from working,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,113452466,2.199641311,Male,35,completed tertiary or more,Middle 20%,in workforce,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,Yes,No,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,170254768,0.625922305,Female,65,secondary,Fourth 20%,out of workforce,no,,,no,yes,no,,yes,yes,,,,,,,,,no,no,no,yes,yes,no,no,no,no,no,Possible,Main source: Savings,no,,,,no,,,,,,,,yes,yes,yes,no,,,No,,no,,,,,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",1,1,,4,,,,,
"Korea, Rep.",KOR,173993525,0.258770615,Male,52,secondary,Richest 20%,in workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,149938715,0.549713273,Female,74,completed primary or less,Poorest 20%,in workforce,yes,yes,no,no,no,no,,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Possible,Main source: Family or friends,no,,,,(ref),,,,,,,,yes,no,no,no,no,no,,,no,,,,,,,,yes,yes,yes,no,no,Main source: Selling assets,3,4,,4,,,,,
"Korea, Rep.",KOR,191052297,0.328372598,Female,28,completed tertiary or more,Richest 20%,in workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,yes,no,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,yes,yes,no,,,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,160965456,0.566867915,Male,40,completed tertiary or more,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,yes,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,yes,,,Yes,Yes,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,165289608,0.226787163,Male,67,secondary,Poorest 20%,out of workforce,yes,yes,yes,no,no,no,,yes,yes,,,,,,,,,no,yes,no,no,no,no,no,no,no,yes,Possible,Main source: Family or friends,yes,yes,no,,no,,,,,,,,yes,yes,yes,no,,,Yes,Yes,no,,,,,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",1,1,,1,,,,,
"Korea, Rep.",KOR,182304765,2.120650604,Female,44,completed tertiary or more,Richest 20%,in workforce,yes,yes,yes,no,no,yes,yes,yes,yes,,,,,,,,,no,no,yes,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,yes,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,150038848,1.740461697,Male,52,secondary,Poorest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,no,yes,,,,,,,,,no,yes,no,no,no,yes,no,no,no,no,Possible,Main source: Family or friends,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,205805797,1.147677625,Male,20,secondary,Middle 20%,out of workforce,yes,yes,yes,yes,no,no,,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,yes,Possible,Main source: Family or friends,no,,,,no,,,,,,,,yes,no,no,no,no,no,,,yes,yes,no,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",3,4,,4,,,,,
"Korea, Rep.",KOR,115231964,0.340603931,Male,27,secondary,Second 20%,out of workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Possible,Main source: Money from working,no,,,,yes,no,yes,no,,,Yes,No,no,no,,,,,,,,,,,,,,,yes,yes,yes,no,no,into an account,4,4,,4,,,,,
"Korea, Rep.",KOR,128674378,0.310650051,Female,21,secondary,Second 20%,in workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,no,yes,yes,no,yes,no,no,no,no,no,Possible,Main source: Money from working,no,,,,yes,no,yes,no,,,No,,yes,no,yes,no,,,,,,,,,,,,,yes,yes,yes,yes,no,into an account,1,4,,4,,,,,
"Korea, Rep.",KOR,119573032,1.767769582,Female,36,completed tertiary or more,Richest 20%,out of workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,yes,no,no,yes,yes,Possible,Main source: Family or friends,yes,yes,no,,no,,,,,,,,yes,no,no,no,no,no,,,no,,,,,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",3,4,,1,,,,,
"Korea, Rep.",KOR,187083714,0.258770615,Male,48,secondary,Poorest 20%,in workforce,yes,yes,yes,yes,no,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,no,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,yes,no,yes,no,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",1,4,,1,,,,,
"Korea, Rep.",KOR,171690637,2.272502716,Male,64,completed primary or less,Second 20%,out of workforce,yes,yes,yes,yes,no,no,,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Possible,Main source: Family or friends,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,124350075,2.272502716,Female,18,secondary,Middle 20%,out of workforce,no,,,no,no,no,,yes,yes,,,,,,,,,no,yes,no,no,yes,no,no,no,no,no,Possible,Main source: Family or friends,no,,,,no,,,,,,,,yes,no,no,no,no,no,,,yes,yes,no,,,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",3,4,,4,,,,,
"Korea, Rep.",KOR,159679372,0.896257569,Male,23,secondary,Richest 20%,in workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,yes,no,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,yes,no,no,no,no,no,,,yes,yes,no,,,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",3,4,,1,,,,,
"Korea, Rep.",KOR,203419925,0.226787163,Male,59,secondary,Poorest 20%,in workforce,no,,,no,no,no,,yes,yes,,,,,,,,,no,no,yes,no,no,yes,no,no,yes,no,Possible,"Main source: Borrowing from a bank, empoyer, or private lender",yes,yes,no,,no,,,,,,,,yes,no,yes,no,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",1,4,,1,,,,,
"Korea, Rep.",KOR,162606495,0.277444092,Male,46,secondary,Fourth 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,no,yes,no,no,no,no,Possible,Main source: Money from working,yes,yes,no,,yes,no,yes,no,,,Yes,Yes,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,115285345,0.485246621,Female,57,secondary,Second 20%,in workforce,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,no,no,no,no,no,no,Possible,"Main source: Borrowing from a bank, empoyer, or private lender",yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,112558490,0.328372598,Female,33,secondary,Fourth 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,yes,no,Possible,Main source: Family or friends,no,,,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,no,yes,into an account,4,4,,4,,,,,
"Korea, Rep.",KOR,119524307,0.313350478,Female,33,completed tertiary or more,Fourth 20%,out of workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,yes,no,no,no,no,no,Possible,Main source: Family or friends,yes,yes,yes,,no,,,,,,,,yes,no,no,no,no,no,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",3,4,,1,,,,,
"Korea, Rep.",KOR,127077823,0.481082616,Female,66,secondary,Richest 20%,out of workforce,no,,,no,yes,yes,yes,yes,yes,,,,,,,,,no,no,no,yes,no,yes,no,no,no,no,Possible,"Main source: Borrowing from a bank, empoyer, or private lender",no,,,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,4,,,,,
"Korea, Rep.",KOR,200570406,2.272502716,Female,17,secondary,Richest 20%,out of workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,yes,Possible,Main source: Family or friends,no,,,,no,,,,,,,,yes,no,yes,no,,,,,no,,,,,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",1,4,,4,,,,,
"Korea, Rep.",KOR,137345527,1.431130792,Female,55,completed tertiary or more,Middle 20%,out of workforce,no,,,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,164482203,2.213212367,Male,25,completed tertiary or more,Fourth 20%,in workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,no,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,114226298,2.272502716,Female,65,completed primary or less,Poorest 20%,out of workforce,yes,yes,yes,no,no,yes,yes,yes,no,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,yes,yes,no,,,,,no,,,,,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,1,,1,,,,,
"Korea, Rep.",KOR,131338407,0.226787163,Male,57,secondary,Fourth 20%,in workforce,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,130965646,1.454122706,Male,75,completed primary or less,Poorest 20%,out of workforce,no,,,,,no,,,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,Not possible,,(dk),,,,no,,,,,,,,no,yes,(dk),no,(ref),(ref),,,no,,,,,,,,no,no,no,no,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,3,,5,,,,,
"Korea, Rep.",KOR,187595808,1.445652669,Male,38,completed tertiary or more,Middle 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,yes,yes,no,no,yes,no,Possible,Main source: Savings,yes,yes,no,,yes,yes,yes,no,,,No,,yes,no,yes,no,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,4,,1,,,,,
"Korea, Rep.",KOR,195891716,0.700907733,Female,24,completed tertiary or more,Richest 20%,out of workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,no,yes,no,no,no,no,no,no,no,no,Possible,Main source: Family or friends,no,,,,no,,,,,,,,no,no,,,,,,,yes,yes,no,,,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
"Korea, Rep.",KOR,188183261,1.606836581,Female,37,completed tertiary or more,Middle 20%,in workforce,yes,yes,no,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,yes,no,no,no,no,Possible,"Main source: Borrowing from a bank, empoyer, or private lender",yes,yes,no,,no,,,,,,,,yes,no,no,no,no,no,,,yes,no,no,yes,yes,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",3,4,,1,,,,,
"Korea, Rep.",KOR,131447340,0.226787163,Female,65,completed tertiary or more,Second 20%,in workforce,yes,yes,yes,no,no,yes,yes,yes,yes,,,,,,,,,no,no,no,no,yes,no,no,no,no,no,Possible,Main source: Family or friends,yes,yes,no,,yes,yes,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,145619636,1.66668857,Male,41,completed tertiary or more,Richest 20%,in workforce,yes,yes,no,(dk),(dk),yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Possible,Main source: Savings,yes,no,no,no,yes,no,no,no,no,no,,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,Main source: Money from working,4,4,,3,,,,,
"Korea, Rep.",KOR,128913488,0.600669672,Male,30,secondary,Middle 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,yes,Possible,Main source: Money from working,yes,yes,no,,yes,no,no,no,no,no,,,yes,no,yes,no,,,,,,,,,,,,,yes,yes,yes,no,yes,Main source: Money from working,1,4,,1,,,,,
"Korea, Rep.",KOR,170052524,1.656767779,Male,38,secondary,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,yes,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,195876471,1.445652669,Male,40,completed tertiary or more,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,no,yes,Possible,Main source: Money from working,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,163437078,1.380506891,Female,37,completed tertiary or more,Second 20%,out of workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,no,yes,yes,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,yes,no,no,no,no,no,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",3,4,,1,,,,,
"Korea, Rep.",KOR,132852159,2.272502716,Male,49,completed primary or less,Poorest 20%,out of workforce,yes,yes,yes,yes,no,yes,yes,yes,yes,,,,,,,,,no,no,no,no,no,no,no,no,no,no,Not possible,,no,,,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,no,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
"Korea, Rep.",KOR,130557595,0.531315695,Male,80,secondary,Poorest 20%,out of workforce,yes,yes,yes,no,no,no,,yes,yes,,,,,,,,,no,yes,no,no,yes,yes,no,yes,no,no,Possible,Main source: Family or friends,yes,yes,no,,no,,,,,,,,yes,yes,yes,no,,,Yes,Yes,yes,yes,no,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",1,1,,1,,,,,
"Korea, Rep.",KOR,191880198,0.885565462,Male,47,completed tertiary or more,Second 20%,in workforce,no,,,yes,no,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,yes,no,Possible,(dk),yes,yes,no,,yes,no,yes,no,,,No,,yes,no,yes,no,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,4,,1,,,,,
"Korea, Rep.",KOR,208258095,1.445652669,Male,38,completed tertiary or more,Second 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,yes,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,No,,yes,no,yes,no,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,4,,1,,,,,
"Korea, Rep.",KOR,204582826,0.313350478,Female,27,secondary,Fourth 20%,in workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Not possible,,yes,yes,no,,yes,no,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,no,into an account,4,4,,1,,,,,
"Korea, Rep.",KOR,111743431,0.359746717,Male,72,secondary,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,yes,no,Possible,Main source: Savings,yes,yes,no,,yes,no,yes,no,,,No,,yes,yes,yes,no,,,No,,,,,,,,,,yes,yes,yes,yes,yes,into an account,1,1,,1,,,,,
"Korea, Rep.",KOR,120355040,1.21728176,Female,33,secondary,Middle 20%,out of workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,no,no,no,no,Possible,"Main source: Borrowing from a bank, empoyer, or private lender",yes,yes,yes,,no,,,,,,,,yes,no,yes,no,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",1,4,,1,,,,,
"Korea, Rep.",KOR,182619547,2.272502716,Female,29,completed tertiary or more,Richest 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,yes,yes,yes,no,no,no,no,no,Possible,Main source: Money from working,no,,,,yes,yes,yes,no,,,No,,no,no,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,into an account,4,4,,4,,,,,
"Korea, Rep.",KOR,207706897,0.226787163,Male,66,secondary,Middle 20%,out of workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,no,no,yes,no,no,no,no,no,Possible,Main source: Savings,yes,yes,no,,no,,,,,,,,no,yes,yes,no,,,,,no,,,,,,,,yes,yes,yes,yes,no,"Main source: Borrowing from a bank, empoyer, or private lender",4,1,,1,,,,,
"Korea, Rep.",KOR,179684495,0.226787163,Female,55,secondary,Second 20%,in workforce,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Not possible,,yes,no,no,yes,no,,,,,,,,no,no,,,,,,,yes,yes,no,,,,,,yes,yes,yes,no,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,2,,,,,
"Korea, Rep.",KOR,142299735,2.272502716,Female,53,secondary,Richest 20%,out of workforce,yes,yes,yes,yes,no,yes,yes,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,no,Possible,Main source: Money from working,yes,yes,no,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,1,,,,,
"Korea, Rep.",KOR,200065970,0.960933557,Male,19,secondary,Richest 20%,out of workforce,yes,yes,yes,yes,yes,no,,yes,yes,,,,,,,,,yes,yes,no,no,no,no,no,no,no,yes,Possible,Main source: Family or friends,no,,,,no,,,,,,,,no,no,,,,,,,no,,,,,,,,yes,yes,yes,yes,yes,"Main source: Borrowing from a bank, empoyer, or private lender",4,4,,4,,,,,
